sid,longitude,latitude,stype,fwy,direc,abs_pm,state_pm
760568,-118.209134,33.924777,ML,105,W,11.6,R11.6
760572,-118.209134,33.924777,HV,105,W,11.6,R11.6
760574,-118.209134,33.924777,FR,105,W,11.6,R11.6
760580,-118.164198,33.911652,HV,105,W,14.4,R14.4
760585,-118.155588,33.912441,HV,105,W,14.9,R14.9
760586,-118.155588,33.912441,FR,105,W,14.9,R14.9
760597,-118.187405,33.915511,OR,105,W,13.01,R13.01
760598,-118.187405,33.915511,HV,105,W,13.01,R13.01
760599,-118.187405,33.915511,ML,105,W,13.01,R13.01
760604,-118.184198,33.914378,HV,105,W,13.21,R13.21
760606,-118.184198,33.914378,ML,105,W,13.21,R13.21
760608,-118.184198,33.914378,OR,105,W,13.21,R13.21
760617,-118.174572,33.911423,HV,105,W,13.8,R13.8
760619,-118.174572,33.911423,ML,105,W,13.8,R13.8
760624,-118.174572,33.911423,FF,105,W,13.8,R13.8
760635,-118.27373,34.040612,ML,110,S,21.53,21.6
760643,-118.266145,34.04828,ML,110,S,22.24,22.31
760646,-118.266006,34.048366,FR,110,S,22.25,22.32
760650,-118.233103,34.074472,ML,110,S,24.93,25
760656,-118.604549,34.277791,FR,118,W,35.331,R1.8
760661,-118.558209,34.272684,FR,118,W,38.051,R4.52
760666,-118.535775,34.27535,FR,118,W,39.361,R5.83
760672,-118.491355,34.273353,HV,118,W,42.041,R8.51
760675,-118.491355,34.273353,FR,118,W,42.041,R8.51
760677,-118.485999,34.268987,HV,118,W,42.461,R8.93
760679,-118.486194,34.268787,FR,118,E,42.461,R8.93
760686,-118.854026,34.292788,ML,118,E,20.289,T19.34
760693,-118.84425,34.293197,ML,118,E,20.849,T19.9
760696,-118.84425,34.293197,FR,118,E,20.849,T19.9
760706,-118.634264,34.269157,ML,118,W,33.461,R32.53
760708,-118.634171,34.268955,FR,118,E,33.461,R32.53
760718,-118.68836,34.28146,ML,118,E,29.911,R28.98
760726,-118.691694,34.281486,ML,118,E,29.721,R28.79
760730,-118.691694,34.281486,FR,118,E,29.721,R28.79
760738,-118.714692,34.281529,ML,118,E,28.411,R27.48
760746,-118.718019,34.281623,ML,118,E,28.221,R27.29
760749,-118.718019,34.281623,FR,118,E,28.221,R27.29
760756,-118.740869,34.28213,ML,118,E,26.911,R25.98
760765,-118.744365,34.282139,ML,118,E,26.711,R25.78
760767,-118.744365,34.282139,FR,118,E,26.711,R25.78
760774,-118.75852,34.282158,ML,118,E,25.901,R24.97
760782,-118.761848,34.282158,ML,118,E,25.711,R24.78
760786,-118.761848,34.282158,FR,118,E,25.711,R24.78
760794,-118.776188,34.28215,ML,118,E,24.901,R23.97
760801,-118.779539,34.282155,ML,118,E,24.711,R23.78
760806,-118.779539,34.282155,FR,118,E,24.711,R23.78
760812,-118.793847,34.284287,ML,118,E,23.861,R22.93
760814,-118.789901,34.28279,ML,118,E,24.111,R23.18
760826,-118.606073,34.27773,FR,118,E,35.241,R1.71
760827,-118.606079,34.277998,HV,118,W,35.241,R1.71
760828,-118.606079,34.277998,ML,118,W,35.241,R1.71
760832,-118.588111,34.273553,HV,118,W,36.331,R2.8
760835,-118.558209,34.272684,HV,118,W,38.051,R4.52
760837,-118.555464,34.272223,FR,118,E,38.211,R4.68
760840,-118.538826,34.274745,HV,118,W,39.181,R5.65
760842,-118.535822,34.275083,FR,118,E,39.361,R5.83
760844,-118.504149,34.27815,HV,118,W,41.211,R7.68
760860,-118.844767,34.293436,FR,118,W,20.819,T19.87
760869,-118.79486,34.285131,ML,118,W,23.791,R22.86
760871,-118.79486,34.285131,FR,118,W,23.791,R22.86
760875,-118.664241,34.279351,FR,118,W,31.311,R30.38
760892,-118.693769,34.28177,ML,118,W,29.601,R28.67
760900,-118.716955,34.281851,ML,118,W,28.281,R27.35
760904,-118.716955,34.281851,FR,118,W,28.281,R27.35
760911,-118.720254,34.282189,ML,118,W,28.091,R27.16
760921,-118.742964,34.282439,ML,118,W,26.791,R25.86
760924,-118.742964,34.282439,FR,118,W,26.791,R25.86
760932,-118.746287,34.28243,ML,118,W,26.601,R25.67
760941,-118.760625,34.28245,ML,118,W,25.781,R24.85
760944,-118.760625,34.28245,FR,118,W,25.781,R24.85
760951,-118.7638,34.282441,ML,118,W,25.601,R24.67
760959,-118.777608,34.282447,ML,118,W,24.821,R23.89
760963,-118.777608,34.282447,FR,118,W,24.821,R23.89
760971,-118.782329,34.282452,ML,118,W,24.551,R23.62
760975,-118.359904,34.153063,HV,134,E,0.95,.95
760987,-118.339979,34.153535,ML,134,E,2.11,2.11
760989,-118.339979,34.153535,HV,134,E,2.11,2.11
760994,-118.324031,34.154023,HV,134,E,3.04,3.04
761003,-118.309741,34.155121,ML,134,E,3.88,3.88
761005,-118.272455,34.154438,HV,134,E,6.1,R6.1
761009,-118.266072,34.155877,HV,134,E,6.48,R6.48
761014,-118.25012,34.156268,HV,134,E,7.41,R7.41
761016,-118.366127,34.153108,ML,134,E,0.59,.59
761017,-118.366127,34.153108,HV,134,E,0.59,.59
761022,-118.343722,34.154195,HV,134,W,1.9,1.9
761025,-118.327063,34.153625,HV,134,W,2.86,2.86
761027,-118.311893,34.154816,HV,134,W,3.75,3.75
761031,-118.29597,34.15564,HV,134,W,4.69,4.69
761033,-118.295974,34.155439,HV,134,E,4.69,4.69
761035,-118.229499,34.148123,HV,134,W,8.743,R8.76
761038,-118.245195,34.156447,HV,134,W,7.673,R7.69
761039,-118.245195,34.156447,FR,134,W,7.673,R7.69
761041,-118.262159,34.156458,HV,134,W,6.693,R6.71
761044,-118.265345,34.156198,HV,134,W,6.503,R6.52
761046,-118.265345,34.156198,OR,134,W,6.503,R6.52
761049,-118.265345,34.156198,FR,134,W,6.503,R6.52
761052,-118.274159,34.154235,OR,134,W,5.983,R6
761056,-118.274159,34.154235,FR,134,W,5.983,R6
761061,-118.394967,34.178734,HV,170,S,3.686,R16.6
761066,-118.400787,34.185249,HV,170,S,4.246,R17.16
761070,-118.401618,34.187159,ML,170,S,4.386,R17.3
761076,-118.401618,34.187159,HV,170,S,4.386,R17.3
761077,-118.401618,34.187159,FR,170,S,4.386,R17.3
761079,-118.403413,34.19999,HV,170,S,5.276,R18.19
761081,-118.409792,34.219986,HV,170,S,6.706,R19.62
761085,-118.410536,34.222738,HV,170,S,6.886,R19.8
761088,-118.410536,34.222738,OR,170,S,6.886,R19.8
761091,-118.158748,34.160546,FR,210,E,24.16,R24.18
761093,-118.142523,34.151691,HV,210,E,25.72,R25.74
761098,-118.12944,34.151658,HV,210,E,26.47,R26.49
761102,-118.117782,34.152187,HV,210,E,27.14,R27.16
761105,-118.109239,34.152301,HV,210,E,27.63,R27.65
761109,-118.091041,34.151406,HV,210,E,28.68,R28.7
761112,-118.079037,34.147621,HV,210,E,29.44,R29.46
761115,-118.048053,34.148636,HV,210,E,31.239,R30.95
761117,-118.029146,34.146752,HV,210,E,32.349,R32.06
761126,-118.017243,34.140676,HV,210,E,33.149,R32.86
761128,-118.017243,34.140676,ML,210,E,33.149,R32.86
761130,-118.017243,34.140676,FR,210,E,33.149,R32.86
761138,-118.014556,34.138178,HV,210,E,33.379,R33.09
761141,-118.014556,34.138178,ML,210,E,33.379,R33.09
761149,-117.996727,34.135316,HV,210,E,34.439,R34.15
761152,-117.996727,34.135316,ML,210,E,34.439,R34.15
761154,-117.996727,34.135316,FR,210,E,34.439,R34.15
761161,-117.979798,34.135219,HV,210,E,35.409,R35.12
761165,-117.979798,34.135219,ML,210,E,35.409,R35.12
761167,-117.979798,34.135219,FR,210,E,35.409,R35.12
761174,-117.975628,34.135237,HV,210,E,35.649,R35.36
761177,-117.975628,34.135237,ML,210,E,35.649,R35.36
761188,-117.958916,34.13449,HV,210,E,36.619,R36.33
761191,-117.958916,34.13449,ML,210,E,36.619,R36.33
761199,-117.931111,34.130297,HV,210,E,38.298,R38.009
761206,-117.931111,34.130297,ML,210,E,38.298,R38.009
761214,-117.915079,34.125143,HV,210,E,39.339,R39.05
761220,-117.915079,34.125143,ML,210,E,39.339,R39.05
761222,-117.905646,34.120654,HV,210,E,39.999,R39.71
761228,-117.890867,34.12079,FR,210,E,40.849,R40.56
761240,-117.88843,34.120764,HV,210,E,40.989,R40.7
761242,-117.871209,34.120461,HV,210,E,41.979,R41.69
761318,-118.13555,34.15195,HV,210,W,26.12,R26.14
761322,-118.123714,34.152357,HV,210,W,26.8,R26.82
761325,-118.08377,34.148074,HV,210,W,29.17,R29.19
761327,-118.066773,34.148876,HV,210,W,30.139,R29.85
761329,-118.055903,34.14889,HV,210,W,30.779,R30.49
761337,-118.018365,34.141791,FR,210,W,33.049,R32.76
761339,-118.018365,34.141791,HV,210,W,33.049,R32.76
761342,-118.018365,34.141791,ML,210,W,33.049,R32.76
761353,-118.003558,34.135576,HV,210,W,34.049,R33.76
761356,-118.003558,34.135576,ML,210,W,34.049,R33.76
761363,-117.988695,34.135547,HV,210,W,34.899,R34.61
761366,-117.988695,34.135547,OR,210,W,34.899,R34.61
761371,-117.97979,34.135484,HV,210,W,35.409,R35.12
761374,-117.97979,34.135484,ML,210,W,35.409,R35.12
761377,-117.97979,34.135484,FR,210,W,35.409,R35.12
761380,-117.959306,34.13492,HV,210,W,36.589,R36.3
761382,-117.935,34.129595,HV,210,W,38.069,R37.78
761384,-117.932676,34.130142,HV,210,W,38.208,R37.919
761386,-117.908877,34.120999,HV,210,W,39.809,R39.52
761388,-117.90718,34.120813,HV,210,W,39.909,R39.62
761390,-117.896071,34.121161,HV,210,W,40.549,R40.26
761396,-117.830969,34.121259,HV,210,W,44.389,R44.1
761397,-117.830969,34.121259,FR,210,W,44.389,R44.1
761400,-117.830969,34.121259,OR,210,W,44.389,R44.1
761410,-117.820298,34.104337,FR,57,N,22.437,R10.62
761412,-117.820298,34.104337,OR,57,N,22.437,R10.62
761423,-117.819268,34.097462,FR,57,N,21.957,R10.14
761426,-117.819268,34.097462,OR,57,N,21.957,R10.14
761428,-118.069206,34.148823,HV,210,W,29.999,R29.71
761431,-118.071321,34.148737,HV,210,W,29.879,R29.59
761435,-118.307741,33.859955,HV,405,N,38.112,14.34
761439,-118.318174,33.862176,HV,405,N,38.732,14.96
761440,-118.318254,33.861991,HV,405,S,38.732,14.96
761441,-118.3259,33.86453,HV,405,N,39.202,15.43
761444,-118.342856,33.873958,HV,405,N,40.432,16.66
761445,-118.343065,33.873847,HV,405,S,40.432,16.66
761448,-118.370302,33.906863,HV,405,N,43.342,19.57
761452,-118.36955,33.918874,HV,405,N,44.162,20.39
761455,-118.36955,33.918874,ML,405,N,44.162,20.39
761468,-118.368232,33.928938,OR,405,N,44.872,R21.1
761482,-118.368991,33.951752,ML,405,N,46.452,22.68
761492,-118.369045,33.952042,ML,405,N,46.472,22.7
761500,-118.407756,33.998479,ML,405,S,50.612,26.84
761511,-118.473233,34.202543,FR,405,N,66.232,42.46
761523,-118.298546,33.859717,HV,405,S,37.582,13.81
761526,-118.298546,33.859717,ML,405,S,37.582,13.81
761527,-118.298546,33.859717,FR,405,S,37.582,13.81
761531,-118.335344,33.867122,HV,405,S,39.772,16
761532,-118.335177,33.867312,HV,405,N,39.772,16
761538,-118.370052,33.91767,HV,405,S,44.072,20.3
761541,-118.370052,33.91767,ML,405,S,44.072,20.3
761548,-118.369125,33.921786,HV,405,S,44.372,20.6
761552,-118.369125,33.921786,ML,405,S,44.372,20.6
761585,-118.410536,34.222738,FR,170,S,6.886,R19.8
761592,-118.535822,34.275083,HV,118,E,39.361,R5.83
761594,-118.793847,34.284287,FR,118,E,23.861,R22.93
761599,-118.277948,34.142573,ML,5,N,142.533,25.9
761604,-118.286458,34.153792,ML,5,N,143.513,26.88
761608,-118.624674,34.497131,FR,5,N,176.01,R59.6
761621,-118.477275,34.300684,FR,5,S,158.99,42.42
761623,-118.582284,34.420911,FR,5,S,169.747,R53.4
761624,-118.576573,34.408604,FR,5,S,168.837,R52.49
761635,-118.555784,34.364506,FR,5,N,165.61,R49.2
761638,-118.451881,34.275954,FR,5,N,156.803,40.17
761642,-118.442825,34.266064,FR,5,N,155.943,39.31
761644,-118.383614,34.226627,ML,5,N,151.373,34.74
761649,-118.36487,34.222028,FR,5,N,150.213,33.58
761652,-118.091715,33.844957,FR,605,N,4.842,R2.79
761655,-118.104261,33.886691,FR,605,N,7.822,R5.77
761675,-118.104585,33.916153,ML,605,N,9.852,R7.8
761676,-118.104527,33.917599,FR,605,N,9.952,R7.9
761734,-118.18823,33.891258,ML,710,N,9.14,14.1
761735,-118.18823,33.891258,FR,710,N,9.14,14.1
761757,-118.18619,33.9026,FR,710,S,9.94,14.9
761761,-118.182716,33.906773,ML,710,S,10.29,R15.25
761767,-118.182716,33.906773,OR,710,S,10.29,R15.25
761776,-118.178918,33.93079,ML,710,S,11.987,16.98
761778,-118.178962,33.92992,FR,710,S,11.927,16.92
761790,-118.176658,33.994201,OR,710,S,16.687,21.68
761844,-118.081273,33.821171,ML,605,N,3.082,R1.03
761851,-118.187843,33.8953,ML,710,S,9.42,14.38
762329,-118.228707,34.138775,ML,2,W,10.799,R18.237
762347,-118.014459,33.876414,ML,5,N,116.833,.2
762353,-118.041009,33.890697,ML,5,N,118.663,2.03
762355,-118.027451,33.8834,FR,5,N,117.743,1.11
762357,-118.065055,33.905186,FR,5,N,120.353,3.72
762359,-118.091005,33.93311,FR,5,N,122.833,6.2
762378,-118.146738,33.997786,FR,5,N,128.403,11.77
762398,-118.014605,33.876316,ML,5,S,116.77,.2
762404,-118.216535,34.055167,HV,10,E,16.759,S.52
762405,-118.216546,34.055356,HV,10,W,16.759,S.52
762408,-118.208214,34.053806,HV,10,E,17.25,18.75
762409,-118.208218,34.053995,HV,10,W,17.25,18.75
762410,-118.198785,34.055193,HV,10,E,17.81,19.31
762413,-118.19888,34.055448,HV,10,W,17.81,19.31
762422,-118.192689,34.055306,HV,10,E,18.16,19.66
762423,-118.192729,34.055573,HV,10,W,18.16,19.66
762432,-118.185914,34.055551,HV,10,W,18.55,20.05
762435,-118.174416,34.059959,HV,10,E,19.29,20.79
762436,-118.174504,34.060186,HV,10,W,19.29,20.79
762438,-118.203478,34.05411,HV,10,E,17.53,19.03
762441,-118.170554,34.061366,OR,10,E,19.54,21.04
762447,-118.155495,34.065882,HV,10,E,20.51,22.01
762449,-118.141723,34.071251,HV,10,E,21.41,22.91
762451,-118.133569,34.071342,HV,10,E,21.88,23.38
762453,-118.12223,34.07146,HV,10,E,22.529,24.029
762455,-118.107635,34.07168,HV,10,E,23.37,24.87
762457,-118.098584,34.071766,HV,10,E,23.89,25.39
762459,-118.089866,34.07186,HV,10,E,24.39,25.89
762461,-118.082543,34.071945,HV,10,E,24.81,26.31
762463,-118.071554,34.072083,HV,10,E,25.44,26.94
762467,-118.068405,34.072106,HV,10,E,25.62,27.12
762468,-118.068233,34.07251,HV,10,W,25.63,27.13
762470,-118.051535,34.072302,HV,10,W,26.59,28.09
762472,-118.212293,34.055122,HV,10,W,17.0,18.5
762474,-118.176508,34.059334,HV,10,W,19.16,20.66
762480,-118.160163,34.063934,HV,10,W,20.22,21.72
762482,-118.155441,34.066326,HV,10,W,20.53,22.03
762484,-118.151418,34.068501,HV,10,W,20.8,22.3
762486,-118.143409,34.071793,HV,10,W,21.32,22.82
762488,-118.123604,34.071803,HV,10,W,22.45,23.95
762491,-118.117349,34.071889,HV,10,W,22.81,24.31
762492,-118.11718,34.071574,HV,10,E,22.82,24.32
762494,-118.108838,34.072021,HV,10,W,23.3,24.8
762496,-118.100669,34.072192,HV,10,W,23.77,25.27
762498,-118.091434,34.072221,HV,10,W,24.3,25.8
762500,-118.082856,34.072342,HV,10,W,24.792,26.292
762502,-118.074173,34.072457,HV,10,W,25.29,26.79
762504,-118.059491,34.072661,HV,10,W,26.13,27.63
762508,-118.280238,33.989159,HV,110,N,17.9,17.97
762517,-118.100867,33.791829,HV,405,N,24.548,.6
762518,-118.10099,33.79164,HV,405,S,24.548,.6
762520,-118.107431,33.796718,HV,405,N,25.048,1.1
762523,-118.115997,33.802431,HV,405,N,25.678,1.73
762526,-118.128314,33.802865,HV,405,N,26.398,2.45
762528,-118.166414,33.813266,HV,405,N,28.758,4.81
762531,-118.168227,33.813802,HV,405,N,28.868,4.92
762533,-118.177538,33.814416,HV,405,N,29.408,5.46
762535,-118.183577,33.814996,HV,405,N,29.762,5.99
762538,-118.215047,33.825614,HV,405,N,31.792,8.02
762541,-118.226232,33.825518,HV,405,N,32.462,8.69
762543,-118.240051,33.825976,HV,405,N,33.242,9.47
762545,-118.25697,33.832936,HV,405,N,34.432,10.66
762547,-118.289828,33.859338,HV,405,N,37.082,13.31
762549,-118.298466,33.859963,HV,405,N,37.582,13.81
762552,-118.345949,33.878338,HV,405,N,40.782,17.01
762553,-118.346171,33.878203,HV,405,S,40.782,17.01
762555,-118.370315,33.900921,HV,405,N,42.932,19.16
762557,-118.370313,33.903819,HV,405,N,43.132,19.36
762559,-118.370234,33.915198,HV,405,N,43.902,20.13
762561,-118.368902,33.921751,HV,405,N,44.372,20.6
762565,-118.467569,34.172831,HV,405,N,64.102,40.33
762567,-118.474075,34.188192,HV,405,N,65.252,41.48
762569,-118.473233,34.202543,HV,405,N,66.232,42.46
762571,-118.473083,34.222979,HV,405,N,67.642,43.87
762573,-118.472933,34.237367,HV,405,N,68.642,44.87
762576,-118.10487,33.794536,HV,405,S,24.848,.9
762578,-118.112651,33.800308,HV,405,S,25.448,1.5
762580,-118.12381,33.802629,HV,405,S,26.138,2.19
762582,-118.128338,33.802649,HV,405,S,26.398,2.45
762584,-118.166482,33.813053,HV,405,S,28.758,4.81
762586,-118.176143,33.814193,HV,405,S,29.328,5.38
762588,-118.183838,33.814807,HV,405,S,29.772,6
762590,-118.186295,33.815698,HV,405,S,29.922,6.15
762592,-118.190184,33.818022,HV,405,S,30.192,6.42
762594,-118.215513,33.825332,HV,405,S,31.822,8.05
762596,-118.225244,33.825229,HV,405,S,32.402,8.63
762598,-118.24005,33.825757,HV,405,S,33.242,9.47
762600,-118.370549,33.90085,HV,405,S,42.932,19.16
762602,-118.473313,34.220042,HV,405,S,67.452,43.68
762604,-118.473205,34.234235,HV,405,S,68.432,44.66
762606,-118.472413,34.255035,HV,405,S,69.872,46.1
762608,-118.472419,34.256625,HV,405,S,69.982,46.21
762610,-118.104261,33.886691,HV,605,N,7.822,R5.77
762612,-118.104376,33.888878,HV,605,N,7.972,R5.92
762616,-118.104585,33.916153,HV,605,N,9.852,R7.8
762619,-118.087014,33.958124,HV,605,N,12.962,R10.91
762620,-118.087265,33.958207,HV,605,S,12.962,R10.91
762622,-118.080336,33.972857,HV,605,N,14.042,R11.99
762624,-118.069414,33.992148,HV,605,N,15.532,R13.48
762627,-118.06248,34.005361,HV,605,N,16.562,R14.51
762629,-118.058066,34.009472,HV,605,S,16.942,R14.89
762631,-118.057906,34.009316,HV,605,N,16.942,R14.89
762634,-118.051437,34.018698,HV,605,N,17.712,R15.66
762637,-118.035925,34.028108,HV,605,N,18.812,R16.76
762640,-118.031047,34.030914,HV,605,N,19.152,R17.1
762641,-118.03122,34.031082,HV,605,S,19.152,R17.1
762643,-118.004464,34.053746,HV,605,N,21.417,R19.365
762645,-118.003436,34.05556,HV,605,N,21.554,R19.502
762648,-118.098862,33.866067,HV,605,S,6.362,R4.31
762649,-118.098646,33.86612,HV,605,N,6.362,R4.31
762652,-118.104077,33.881753,HV,605,S,7.482,R5.43
762653,-118.103878,33.881766,HV,605,N,7.482,R5.43
762655,-118.104435,33.886248,HV,605,S,7.792,R5.74
762657,-118.10455,33.888287,HV,605,S,7.932,R5.88
762659,-118.105238,33.900526,HV,605,S,8.772,R6.72
762661,-118.105349,33.902261,HV,605,S,8.892,R6.84
762663,-118.104793,33.917606,HV,605,S,9.952,R7.9
762665,-118.104406,33.923989,HV,605,S,10.392,R8.34
762667,-118.099885,33.935212,HV,605,S,11.216,R9.164
762669,-118.095825,33.942967,HV,605,S,11.802,R9.75
762671,-118.091381,33.950974,HV,605,S,12.412,R10.36
762673,-118.080722,33.972515,HV,605,S,14.012,R11.96
762675,-118.079877,33.974742,HV,605,S,14.172,R12.12
762678,-118.072012,33.985594,HV,605,S,15.052,R13
762679,-118.071807,33.9855,HV,605,N,15.052,R13
762681,-118.069196,33.994073,HV,605,S,15.664,R13.612
762685,-118.05398,34.01717,HV,605,S,17.532,R15.48
762686,-118.05412,34.01677,HV,605,N,17.508,R15.456
762688,-118.036063,34.028263,HV,605,S,18.812,R16.76
763237,-118.219273,34.076978,ML,5,N,136.633,20
763243,-118.281106,34.015503,HV,110,S,19.73,19.8
763246,-118.281106,34.015503,ML,110,S,19.73,19.8
763251,-118.28122,34.002226,ML,110,S,18.82,18.89
763256,-118.280807,33.987824,HV,110,S,17.81,17.88
763259,-118.280807,33.987824,ML,110,S,17.81,17.88
763264,-118.281036,33.980182,HV,110,S,17.29,17.36
763267,-118.281036,33.980182,ML,110,S,17.29,17.36
763272,-118.28101,33.968828,HV,110,S,16.51,16.58
763275,-118.28101,33.968828,ML,110,S,16.51,16.58
763280,-118.280651,33.968834,HV,110,N,16.51,16.58
763283,-118.280984,33.962692,HV,110,S,16.09,16.16
763286,-118.280984,33.962692,ML,110,S,16.09,16.16
763291,-118.281057,33.958616,HV,110,S,15.81,15.88
763294,-118.281057,33.958616,ML,110,S,15.81,15.88
763299,-118.281065,33.928643,ML,110,S,13.74,13.81
763304,-118.280397,33.928629,ML,110,N,13.74,13.81
763309,-118.286578,33.914535,ML,110,S,12.69,12.76
763314,-118.286804,33.899562,ML,110,S,11.66,11.73
763323,-118.309741,34.155121,HV,134,E,3.88,3.88
763325,-118.416029,34.031891,ML,10,W,4.305,R6.46
763330,-118.31917,34.036614,ML,10,W,10.075,R12.23
763336,-118.41534,34.031647,ML,10,E,4.345,R6.5
763341,-118.403033,34.029722,ML,10,W,5.065,R7.22
763346,-118.315379,34.03681,ML,10,E,10.295,R12.45
763354,-118.284914,33.863231,ML,110,N,9.14,9.21
763361,-118.2864,33.903061,ML,110,N,11.9,11.97
763367,-118.285841,33.915926,ML,110,N,12.79,12.86
763372,-118.27973,33.93561,ML,110,N,14.22,14.29
763377,-118.280279,33.935598,ML,110,S,14.22,14.29
763384,-118.279359,33.947463,ML,110,N,15.03,15.1
763389,-118.280545,33.958618,HV,110,N,15.81,15.88
763392,-118.280545,33.958618,ML,110,N,15.81,15.88
763397,-118.280531,33.960648,HV,110,N,15.95,16.02
763400,-118.280531,33.960648,ML,110,N,15.95,16.02
763405,-118.280643,33.976848,HV,110,N,17.06,17.13
763408,-118.280643,33.976848,ML,110,N,17.06,17.13
763413,-118.281038,33.976848,HV,110,S,17.06,17.13
763416,-118.280312,33.984847,HV,110,N,17.61,17.68
763419,-118.280312,33.984847,ML,110,N,17.61,17.68
763424,-118.280613,33.998622,ML,110,N,18.57,18.64
763429,-118.280854,34.006152,ML,110,N,19.09,19.16
763434,-118.280787,34.010617,ML,110,N,19.4,19.47
763439,-118.279568,34.018144,ML,110,N,19.93,20
763444,-118.279568,34.018144,HV,110,N,19.93,20
763447,-118.280127,34.018314,ML,110,S,19.93,20
763453,-118.260012,34.031145,ML,10,E,13.625,15.78
763458,-118.243938,34.023654,ML,10,E,14.685,16.84
763464,-118.10513,33.903565,HV,605,N,8.982,R6.93
763466,-118.132194,33.876702,HV,91,W,9.218,R15.22
763468,-118.172242,34.014914,ML,710,N,18.167,23.16
763473,-118.191574,33.876009,HV,91,E,5.778,R11.78
763475,-118.051593,34.01886,HV,605,S,17.712,R15.66
763479,-117.83743,34.068106,ML,10,E,39.09,40.59
763485,-117.784144,34.072978,ML,10,W,42.35,43.85
763490,-118.456128,34.027751,ML,10,W,1.965,R4.12
763498,-118.28954,33.758627,ML,110,N,1.58,R1.58
763502,-118.279693,33.772948,ML,110,N,2.77,2.84
763507,-118.280253,33.78064,ML,110,N,3.31,3.38
763512,-118.282519,33.791949,ML,110,N,4.1,4.17
763517,-118.287726,33.807904,ML,110,N,5.31,5.38
763522,-118.287268,33.81107,ML,110,N,5.53,5.6
763527,-118.28727,33.82907,ML,110,N,6.77,6.84
763532,-118.285155,33.845433,ML,110,N,7.91,7.98
763537,-117.855729,33.960273,HV,57,N,13.077,R1.26
763539,-117.855729,33.960273,ML,57,N,13.077,R1.26
763544,-117.846408,33.971554,HV,57,N,14.017,R2.2
763546,-117.846408,33.971554,ML,57,N,14.017,R2.2
763551,-117.842841,33.988721,HV,57,N,15.217,R3.4
763553,-117.842841,33.988721,ML,57,N,15.217,R3.4
763558,-117.808962,34.032569,ML,57,N,17.087,5.27
763563,-117.800771,34.04332,ML,57,N,17.977,6.16
763568,-117.800531,34.04611,ML,57,N,18.167,6.35
763573,-117.800792,34.045058,ML,57,S,18.178,6.276
763578,-117.802381,34.040947,ML,57,S,17.874,5.972
763583,-117.811086,34.029739,ML,57,S,16.942,5.04
763588,-117.842186,33.981951,HV,57,S,14.902,R3
763590,-117.842186,33.981951,ML,57,S,14.902,R3
763595,-117.850185,33.966993,HV,57,S,13.722,R1.82
763597,-117.850185,33.966993,ML,57,S,13.722,R1.82
763602,-118.213213,33.873361,HV,91,E,4.478,R10.48
763604,-118.251545,33.873496,HV,91,E,2.268,R8.27
763606,-118.18445,34.142229,HV,134,E,11.52,R11.52
763608,-118.1678,34.144583,HV,134,E,12.45,R12.45
763610,-118.172193,34.142896,HV,134,W,12.253,R12.27
763612,-118.184801,34.142674,HV,134,W,11.473,R11.49
763614,-118.152369,34.15099,HV,210,E,25.12,R25.14
763616,-117.982368,34.106905,ML,605,S,25.398,23.346
763621,-118.285802,33.890677,ML,110,S,11.04,11.11
763626,-118.285489,33.892333,ML,110,N,11.15,11.22
763634,-118.373757,33.929816,HV,105,E,1.8,R1.8
763641,-118.508285,34.333878,ML,5,N,162.01,R45.6
763649,-117.819676,34.091304,ML,57,S,21.622,R9.72
763654,-118.104669,33.894297,HV,605,N,8.342,R6.29
763656,-118.104912,33.894293,HV,605,S,8.342,R6.29
763658,-118.104924,33.909354,HV,605,N,9.382,R7.33
763663,-118.28482,33.870044,ML,110,N,9.61,9.68
763669,-118.252741,34.104688,ML,5,N,139.393,22.76
763674,-118.248419,34.100954,ML,5,N,139.033,22.4
763679,-118.101893,33.87427,HV,605,S,6.952,R4.9
763683,-118.000416,34.062218,ML,605,N,22.042,R19.99
763687,-118.000626,34.062222,HV,605,S,22.042,R19.99
763689,-118.000626,34.062222,ML,605,S,22.042,R19.99
763693,-118.09562,33.942882,HV,605,N,11.802,R9.75
763695,-117.935361,34.072372,ML,10,E,33.4,34.9
763700,-118.210714,34.027763,ML,5,N,132.763,16.13
763706,-118.052294,33.896666,ML,5,S,119.37,2.8
763710,-118.3602,33.932384,HV,105,W,2.6,R2.6
763712,-118.184361,33.91443,ML,105,W,13.2,R13.2
763716,-118.220032,33.929386,HV,105,W,10.9,R10.9
763720,-118.279654,33.938699,ML,110,N,14.43,14.5
763731,-117.898791,34.072159,ML,10,W,35.5,37
763748,-118.041088,33.89061,ML,5,S,118.6,2.03
763752,-118.279712,33.947456,FR,110,S,15.03,15.1
763758,-118.281106,34.015503,FR,110,S,19.73,19.8
763761,-118.281288,34.009215,FR,110,S,19.3,19.37
763763,-118.28122,34.002226,FR,110,S,18.82,18.89
763765,-118.280807,33.987824,FR,110,S,17.81,17.88
763767,-118.281036,33.980182,FR,110,S,17.29,17.36
763769,-118.286578,33.914535,FR,110,S,12.69,12.76
763771,-118.20545,33.848404,FR,710,S,5.99,10.95
763773,-118.30783,34.176309,FR,5,S,145.47,28.9
763775,-118.366127,34.153108,FR,134,E,0.59,.59
763777,-118.416029,34.031891,FR,10,W,4.305,R6.46
763781,-118.353711,34.034256,FR,10,W,8.085,R10.24
