sid,longitude,latitude,stype,fwy,direc,abs_pm,state_pm
763785,-118.289279,34.03706,FR,10,W,11.795,R13.95
763789,-118.374796,34.036314,FR,10,E,6.855,R9.01
763791,-118.161135,34.011295,FR,5,N,129.656,13.023
763793,-118.285841,33.915926,FR,110,N,12.79,12.86
763795,-118.280545,33.958618,FR,110,N,15.81,15.88
763798,-118.280312,33.984847,FR,110,N,17.61,17.68
763800,-118.280854,34.006152,FR,110,N,19.09,19.16
763802,-118.280787,34.010617,FR,110,N,19.4,19.47
763810,-118.312407,34.179879,FR,5,N,145.903,29.27
763812,-118.320813,34.186899,FR,5,S,146.54,29.97
763814,-118.136014,33.986224,FR,5,S,127.33,10.76
763816,-118.394466,34.177662,FR,170,S,3.606,R16.52
763818,-118.388333,34.171634,FR,170,S,3.046,R15.96
763822,-118.311893,34.154816,FR,134,W,3.75,3.75
763825,-118.504149,34.27815,FR,118,W,41.211,R7.68
763828,-117.83743,34.068106,FR,10,E,39.09,40.59
763830,-117.74444,34.077002,FR,10,E,44.728,46.228
763832,-117.71693,34.081722,FR,10,E,46.37,47.87
763834,-117.721638,34.081821,FR,10,W,46.1,47.6
763836,-118.28954,33.758627,FR,110,N,1.58,R1.58
763838,-118.279693,33.772948,FR,110,N,2.77,2.84
763842,-118.280253,33.78064,FR,110,N,3.31,3.38
763845,-118.287726,33.807904,FR,110,N,5.31,5.38
763847,-118.28727,33.82907,FR,110,N,6.77,6.84
763849,-118.285155,33.845433,FR,110,N,7.91,7.98
763851,-117.846408,33.971554,FR,57,N,14.017,R2.2
763854,-117.842841,33.988721,FR,57,N,15.217,R3.4
763857,-117.800771,34.04332,FR,57,N,17.977,6.16
763861,-117.8008,34.044972,FR,57,S,18.172,6.27
763864,-117.811086,34.029739,FR,57,S,16.942,5.04
763866,-117.842186,33.981951,FR,57,S,14.902,R3
763869,-117.850185,33.966993,FR,57,S,13.722,R1.82
763872,-117.734229,34.025038,FR,60,W,30.331,R30.19
763874,-117.773748,34.02492,FR,60,W,28.011,R27.87
763878,-118.156144,34.152216,FR,210,E,24.81,R24.83
763884,-118.285802,33.890677,FR,110,S,11.04,11.11
763886,-118.285489,33.892333,FR,110,N,11.15,11.22
763891,-118.854012,34.293132,FR,118,W,20.289,T19.34
763893,-118.143428,33.9129,FR,105,E,15.6,R15.6
763895,-118.313131,34.036953,FR,10,E,10.425,R12.58
763897,-118.444992,34.26834,FF,5,N,156.143,39.51
763908,-118.0979,34.152385,FR,210,E,28.28,R28.3
763917,-118.392928,34.029948,OR,10,W,5.655,R7.81
763923,-118.337015,34.035005,OR,10,W,9.045,R11.2
763935,-118.170134,34.032849,OR,710,N,19.437,24.43
763939,-118.281525,33.923435,OR,110,S,13.38,13.45
763943,-118.281555,33.923292,OR,110,S,13.37,13.44
763963,-118.353882,34.033989,ML,10,E,8.075,R10.23
763968,-117.856055,33.960374,HV,57,S,13.162,R1.26
763970,-117.856055,33.960374,ML,57,S,13.162,R1.26
763975,-118.141915,33.992305,ML,5,N,127.933,11.3
763980,-118.142079,33.992211,ML,5,S,127.87,11.3
763985,-118.105015,33.953085,ML,5,N,124.433,7.8
763990,-118.105163,33.952949,ML,5,S,124.37,7.8
763995,-118.409585,34.220025,ML,170,N,6.706,R19.62
763999,-118.10517,33.908921,HV,605,S,9.352,R7.3
764001,-118.10517,33.908921,ML,605,S,9.352,R7.3
764019,-118.063514,34.004792,HV,605,S,16.492,R14.44
764021,-118.063514,34.004792,ML,605,S,16.492,R14.44
764026,-118.282004,34.037427,ML,10,E,12.215,14.37
764032,-118.275163,34.026085,ML,110,N,20.53,20.6
764037,-118.275402,34.026164,ML,110,S,20.53,20.6
764050,-118.475871,34.022411,ML,10,W,0.775,R2.93
764054,-118.437426,34.030628,ML,10,E,3.055,R5.21
764059,-118.437468,34.030785,ML,10,W,3.055,R5.21
764064,-118.756252,34.282447,ML,118,W,26.031,R25.1
764068,-118.756247,34.28215,ML,118,E,26.031,R25.1
764072,-118.772116,34.282147,ML,118,E,25.131,R24.2
764076,-118.77212,34.28245,ML,118,W,25.131,R24.2
764081,-118.786152,34.2822,ML,118,E,24.331,R23.4
764085,-118.786157,34.282499,ML,118,W,24.331,R23.4
764089,-117.823987,34.11626,ML,57,N,23.197,R11.38
764094,-117.813757,34.077854,FR,57,N,20.517,R8.7
764096,-117.813757,34.077854,ML,57,N,20.517,R8.7
764101,-118.382094,34.163266,ML,170,S,2.346,R15.26
764106,-118.388072,34.171717,ML,170,N,3.046,R15.96
764115,-118.400538,34.185311,ML,170,N,4.246,R17.16
764120,-118.403183,34.200041,ML,170,N,5.276,R18.19
764130,-118.428336,34.03165,ML,10,E,3.585,R5.74
764135,-118.143249,34.152092,HV,210,W,25.68,R25.7
764137,-118.143249,34.152092,ML,210,W,25.68,R25.7
764144,-118.031417,34.14791,HV,210,W,32.199,R31.91
764146,-118.031417,34.14791,ML,210,W,32.199,R31.91
764151,-118.4168,34.239278,ML,5,S,153.49,36.92
764156,-118.416632,34.239405,ML,5,N,153.553,36.92
764161,-118.671219,34.281084,ML,118,W,30.891,R29.96
764165,-118.671276,34.28077,ML,118,E,30.891,R29.96
764169,-118.682707,34.281773,ML,118,W,30.231,R29.3
764173,-118.682746,34.281476,ML,118,E,30.231,R29.3
764177,-118.700269,34.281788,ML,118,W,29.231,R28.3
764181,-118.700296,34.281491,ML,118,E,29.231,R28.3
764185,-118.708898,34.281508,ML,118,E,28.741,R27.81
764189,-118.708876,34.281806,ML,118,W,28.741,R27.81
764193,-118.72654,34.282131,ML,118,E,27.731,R26.8
764197,-118.726531,34.282423,ML,118,W,27.731,R26.8
764217,-117.898791,34.071994,ML,10,E,35.5,37
764222,-117.950956,34.071267,ML,10,E,32.5,34
764227,-117.950986,34.071436,ML,10,W,32.5,34
764232,-118.095531,33.939747,ML,5,N,123.363,6.73
764244,-118.352667,34.034301,ML,10,W,8.145,R10.3
764249,-118.352661,34.034036,ML,10,E,8.145,R10.3
764260,-118.504833,34.362535,HV,14,N,2.062,R26.85
764262,-118.504833,34.362535,ML,14,N,2.062,R26.85
764267,-118.491328,34.379368,HV,14,N,3.482,R28.27
764269,-118.491328,34.379368,ML,14,N,3.482,R28.27
764274,-118.494004,34.377099,HV,14,N,3.262,R28.05
764276,-118.494004,34.377099,ML,14,N,3.262,R28.05
764281,-118.49629,34.375451,HV,14,S,3.092,R27.88
764283,-118.49629,34.375451,ML,14,S,3.092,R27.88
764288,-118.493391,34.377963,HV,14,S,3.332,R28.12
764290,-118.493391,34.377963,ML,14,S,3.332,R28.12
764295,-118.474877,34.391522,HV,14,S,4.752,R29.54
764297,-118.474877,34.391522,ML,14,S,4.752,R29.54
764302,-118.468198,34.394808,HV,14,N,5.192,R29.98
764304,-118.468198,34.394808,ML,14,N,5.192,R29.98
764309,-118.457631,34.401271,HV,14,S,5.932,R30.72
764311,-118.457631,34.401271,ML,14,S,5.932,R30.72
764316,-118.451727,34.404207,HV,14,N,6.322,R31.11
764318,-118.451727,34.404207,ML,14,N,6.322,R31.11
764322,-118.451878,34.404382,ML,14,S,6.322,R31.11
764336,-118.275163,34.026085,FR,110,N,20.53,20.6
764338,-118.382094,34.163266,FR,170,S,2.346,R15.26
764346,-118.109062,34.152648,FR,210,W,27.64,R27.66
764349,-118.143249,34.152092,FR,210,W,25.68,R25.7
764353,-118.494004,34.377099,FR,14,N,3.262,R28.05
764355,-118.474877,34.391522,FR,14,S,4.752,R29.54
764357,-118.468198,34.394808,FR,14,N,5.192,R29.98
764359,-118.451727,34.404207,FR,14,N,6.322,R31.11
764365,-118.475871,34.022411,OR,10,W,0.775,R2.93
764371,-117.813757,34.077854,OR,57,N,20.517,R8.7
764377,-118.382094,34.163266,OR,170,S,2.346,R15.26
764386,-117.804678,34.059539,OR,57,N,19.117,R7.3
764393,-118.095531,33.939747,OR,5,N,123.363,6.73
764398,-118.504833,34.362535,OR,14,N,2.062,R26.85
764401,-118.491328,34.379368,OR,14,N,3.482,R28.27
764403,-118.494004,34.377099,OR,14,N,3.262,R28.05
764405,-118.49629,34.375451,OR,14,S,3.092,R27.88
764407,-118.493391,34.377963,OR,14,S,3.332,R28.12
764409,-118.474877,34.391522,OR,14,S,4.752,R29.54
764411,-118.468198,34.394808,OR,14,N,5.192,R29.98
764413,-118.457631,34.401271,OR,14,S,5.932,R30.72
764415,-118.451727,34.404207,OR,14,N,6.322,R31.11
764417,-118.294541,34.162761,ML,5,S,144.23,27.66
764418,-118.217534,34.029636,ML,60,W,0.624,.45
764420,-117.804897,34.059467,ML,57,S,19.202,R7.3
764424,-118.394742,34.178805,ML,170,N,3.686,R16.6
764425,-118.281181,33.872808,ML,91,W,0.558,R6.56
764427,-118.280127,34.018314,HV,110,S,19.93,20
764430,-118.409589,34.230591,ML,170,N,7.356,R20.27
764435,-118.161135,34.011295,ML,5,N,129.656,13.023
764556,-118.201883,33.824728,HV,405,S,30.992,7.22
764559,-118.289912,33.85914,HV,405,S,37.082,13.31
764561,-118.370548,33.903772,HV,405,S,43.132,19.36
764563,-118.369777,33.918905,HV,405,S,44.162,20.39
764565,-118.264144,33.840237,HV,405,N,35.092,11.32
764567,-118.398076,33.986242,ML,405,S,49.602,25.83
764572,-118.369897,33.963142,ML,405,S,47.242,23.47
764578,-118.370528,33.965086,ML,405,S,47.382,23.61
764583,-118.370291,33.965167,ML,405,N,47.382,23.61
764588,-118.368535,33.930217,HV,405,S,44.962,R21.19
764590,-118.368535,33.930217,ML,405,S,44.962,R21.19
764596,-118.368522,33.928621,HV,405,S,44.852,R21.08
764598,-118.368522,33.928621,ML,405,S,44.852,R21.08
764604,-118.341378,33.871474,ML,405,S,40.242,16.47
764609,-118.327312,33.864701,HV,405,S,39.282,15.51
764611,-118.31095,33.85998,HV,405,S,38.292,14.52
764613,-118.310871,33.86017,HV,405,N,38.292,14.52
764615,-118.473512,34.202228,HV,405,S,66.222,42.45
764622,-118.804893,34.149194,ML,101,S,38.912,37.58
764627,-118.801429,34.148124,ML,101,S,38.702,37.37
764632,-118.739279,34.143077,ML,101,S,35.092,33.76
764637,-118.720114,34.138582,ML,101,S,33.882,32.55
764646,-118.699337,34.146784,ML,101,S,32.532,31.2
764657,-118.272889,33.847883,HV,405,S,35.822,12.05
764659,-118.269724,33.845809,HV,405,N,35.592,11.82
764661,-118.150983,33.807173,HV,405,N,27.768,3.82
764663,-118.151138,33.806934,HV,405,S,27.768,3.82
764665,-118.13339,33.802703,HV,405,S,26.688,2.74
764667,-118.133344,33.802923,HV,405,N,26.688,2.74
764669,-118.370538,33.90684,HV,405,S,43.342,19.57
764671,-118.401139,33.990121,ML,405,S,49.922,26.15
764676,-118.18802,33.816753,HV,405,N,30.042,6.27
764680,-118.201883,33.824728,FR,405,S,30.992,7.22
764682,-118.36955,33.918874,FR,405,N,44.162,20.39
764684,-118.371049,34.147297,FR,101,S,12.518,11.17
764686,-118.398076,33.986242,FR,405,S,49.602,25.83
764690,-118.466123,34.07238,FR,405,N,56.732,32.96
764692,-118.470493,34.077939,FR,405,N,57.192,33.42
764694,-118.476524,34.095833,FR,405,N,58.482,34.71
764696,-118.47636,34.125144,FR,405,N,60.702,36.93
764700,-118.368991,33.951752,FR,405,N,46.452,22.68
764704,-118.370528,33.965086,FR,405,S,47.382,23.61
764706,-118.370052,33.91767,FR,405,S,44.072,20.3
764709,-118.520359,34.171285,FR,101,N,21.699,20.34
764711,-118.555198,34.17368,FR,101,N,23.719,22.36
764713,-118.572953,34.171396,FR,101,S,24.732,23.4
764715,-118.394541,34.154314,FR,101,S,14.067,12.75
764717,-118.473507,34.202373,FR,405,S,66.232,42.46
764719,-118.467569,34.172831,FR,405,N,64.102,40.33
764721,-118.149713,34.069016,FR,10,E,20.9,22.4
764723,-118.059491,34.072661,FR,10,W,26.13,27.63
764727,-118.803161,34.148901,FR,101,N,38.839,37.48
764731,-118.804893,34.149194,FR,101,S,38.912,37.58
764733,-118.739279,34.143077,FR,101,S,35.092,33.76
764735,-118.369125,33.921786,FR,405,S,44.372,20.6
764740,-118.174416,34.059959,FR,10,E,19.29,20.79
764744,-118.288977,34.078365,OR,101,S,5.548,4.2
764748,-118.398076,33.986242,OR,405,S,49.602,25.83
764752,-118.697394,34.148836,OR,101,S,32.352,31.02
764754,-118.471554,34.142078,ML,405,S,61.912,38.14
764760,-118.355163,34.134078,ML,101,N,11.178,9.83
764766,-118.35542,34.133863,ML,101,S,11.178,9.83
764781,-118.470704,34.160984,ML,101,S,18.567,17.25
764794,-118.469064,34.160765,ML,101,N,18.516,17.14
764798,-118.824716,34.157232,ML,101,S,40.172,.65
764803,-118.82825,34.159878,ML,101,N,40.469,.92
764808,-118.828523,34.160056,ML,101,N,40.489,.94
764814,-118.836331,34.164951,ML,101,S,41.032,1.51
764819,-118.839757,34.167524,ML,101,N,41.319,1.77
764824,-118.85885,34.175975,ML,101,S,42.582,3.06
764829,-118.860741,34.176331,ML,101,N,42.719,3.17
764834,-118.852242,34.175043,ML,101,S,42.192,2.67
764839,-118.879126,34.1778,ML,101,N,43.779,4.23
764848,-118.873779,34.17712,ML,101,S,43.442,3.92
764853,-118.251325,34.064756,ML,101,S,3.178,1.83
764863,-118.893462,34.184342,ML,101,N,44.719,5.17
764868,-118.888445,34.181854,ML,101,S,44.362,4.84
764874,-118.890989,34.18312,ML,101,S,44.532,5.01
764879,-118.910472,34.184484,ML,101,N,45.699,6.15
764885,-118.908919,34.184302,ML,101,S,45.582,6.06
764891,-118.913787,34.184452,ML,101,N,45.889,6.34
764900,-118.929061,34.185571,ML,101,N,46.779,7.23
764905,-118.936403,34.188438,ML,101,S,47.222,7.7
764910,-118.938878,34.18968,ML,101,N,47.409,7.86
764915,-118.941959,34.191042,ML,101,N,47.609,8.06
764921,-118.984481,34.205441,ML,101,N,50.359,10.81
764927,-118.984649,34.205276,ML,101,S,50.342,10.82
764932,-119.007232,34.213624,ML,101,N,51.819,12.27
764937,-119.008009,34.213685,ML,101,S,51.842,12.32
764941,-118.222069,34.053988,ML,10,W,16.419,S.18
764949,-118.346843,34.128774,ML,101,N,10.558,9.21
764958,-118.739457,34.143303,ML,101,N,35.129,33.77
764963,-118.760227,34.146034,ML,101,N,36.339,34.98
764968,-118.824716,34.157232,FR,101,S,40.172,.65
764972,-118.82825,34.159878,FR,101,N,40.469,.92
764977,-118.890989,34.18312,FR,101,S,44.532,5.01
764980,-118.910472,34.184484,FR,101,N,45.699,6.15
764984,-118.936403,34.188438,FR,101,S,47.222,7.7
764986,-118.938878,34.18968,FR,101,N,47.409,7.86
764989,-118.984481,34.205441,FR,101,N,50.359,10.81
764991,-118.984649,34.205276,FR,101,S,50.342,10.82
764993,-119.007232,34.213624,FR,101,N,51.819,12.27
764998,-118.824716,34.157232,OR,101,S,40.172,.65
765002,-118.82825,34.159878,OR,101,N,40.469,.92
765007,-118.828523,34.160056,OR,101,N,40.489,.94
765011,-118.836331,34.164951,OR,101,S,41.032,1.51
765015,-118.839757,34.167524,OR,101,N,41.319,1.77
765019,-118.85885,34.175975,OR,101,S,42.582,3.06
765023,-118.860741,34.176331,OR,101,N,42.719,3.17
765027,-118.879126,34.1778,OR,101,N,43.779,4.23
765034,-118.893462,34.184342,OR,101,N,44.719,5.17
765038,-118.888445,34.181854,OR,101,S,44.362,4.84
765042,-118.890989,34.18312,OR,101,S,44.532,5.01
765046,-118.910472,34.184484,OR,101,N,45.699,6.15
765050,-118.908919,34.184302,OR,101,S,45.582,6.06
765054,-118.911709,34.184275,OR,101,S,45.742,6.22
765061,-118.929061,34.185571,OR,101,N,46.779,7.23
765065,-118.936403,34.188438,OR,101,S,47.222,7.7
765068,-118.938878,34.18968,OR,101,N,47.409,7.86
765072,-118.941959,34.191042,OR,101,N,47.609,8.06
765076,-118.984481,34.205441,OR,101,N,50.359,10.81
765080,-118.984649,34.205276,OR,101,S,50.342,10.82
765083,-119.007232,34.213624,OR,101,N,51.819,12.27
765087,-119.008009,34.213685,OR,101,S,51.842,12.32
765090,-118.739457,34.143303,OR,101,N,35.129,33.77
765093,-118.760227,34.146034,OR,101,N,36.339,34.98
765098,-118.176399,34.059092,ML,10,E,19.16,20.66
765099,-118.472068,34.163563,ML,101,N,18.776,17.4
765100,-118.743123,34.143067,ML,101,S,35.312,33.98
765101,-118.803161,34.148901,ML,101,N,38.839,37.48
765104,-118.913787,34.184452,OR,101,N,45.889,6.34
765106,-118.911709,34.184275,ML,101,S,45.742,6.22
765109,-118.280279,33.935598,FR,110,S,14.22,14.29
765111,-118.281038,33.976848,FR,110,S,17.06,17.13
765113,-118.407685,33.998742,FR,405,N,50.612,26.84
765115,-118.447583,34.047884,FR,405,S,54.722,30.95
765117,-118.44607,34.046105,FR,405,S,54.572,30.8
765120,-118.473175,34.237277,FR,405,S,68.642,44.87
765122,-118.472967,34.234345,FR,405,N,68.432,44.66
765124,-118.473304,34.222794,FR,405,S,67.642,43.87
765126,-118.473091,34.220237,FR,405,N,67.452,43.68
765130,-118.654183,34.152479,FR,101,S,29.752,28.42
765133,-118.393836,33.981278,FR,405,N,49.182,25.41
765137,-118.839845,34.167283,FR,101,S,41.292,1.77
765139,-118.852198,34.17528,FR,101,N,42.219,2.67
765141,-118.879132,34.177624,FR,101,S,43.752,4.23
765145,-118.888412,34.182074,FR,101,N,44.389,4.84
765150,-118.822425,34.1557,ML,101,S,40.002,.48
765151,-118.822425,34.1557,OR,101,S,40.002,.48
765153,-118.368562,33.947774,ML,405,S,46.172,22.4
765154,-118.368562,33.947774,FR,405,S,46.172,22.4
765155,-118.368562,33.947774,OR,405,S,46.172,22.4
765159,-118.368535,33.930217,FR,405,S,44.962,R21.19
765164,-118.288793,34.078907,ML,101,N,5.548,4.2
765169,-118.468752,34.168246,HV,405,S,63.772,40
765171,-118.468752,34.168246,ML,405,S,63.772,40
765176,-118.352345,34.133337,ML,101,N,11.008,9.66
765195,-118.468498,34.168209,HV,405,N,63.772,40
765197,-118.468529,34.155321,FR,405,S,62.862,39.09
765201,-118.358579,34.135151,FR,101,N,11.388,10.04
765203,-118.352345,34.133337,FR,101,N,11.008,9.66
765207,-118.208214,34.053806,FR,10,E,17.25,18.75
765218,-118.355163,34.134078,OR,101,N,11.178,9.83
765223,-118.352345,34.133337,OR,101,N,11.008,9.66
765263,-118.47407,34.185796,HV,405,S,65.082,41.31
765265,-118.47407,34.185796,ML,405,S,65.082,41.31
765271,-118.474342,34.188237,HV,405,S,65.252,41.48
765273,-118.474342,34.188237,ML,405,S,65.252,41.48
765295,-118.474342,34.188237,FR,405,S,65.252,41.48
765297,-118.47407,34.185796,OR,405,S,65.082,41.31
765301,-118.474342,34.188237,OR,405,S,65.252,41.48
765429,-118.146738,33.997786,OR,5,N,128.403,11.77
765444,-118.654183,34.152479,ML,101,S,29.752,28.42
765451,-118.149756,34.068993,ML,10,E,20.897,22.397
765456,-117.773813,34.024942,ML,60,W,28.007,R27.866
765461,-117.73416,34.025041,ML,60,W,30.335,R30.194
765467,-118.149691,33.876929,ML,91,E,8.208,R14.21
765472,-118.806843,34.150034,ML,101,N,39.059,37.7
765476,-118.277962,33.928419,ML,105,E,7.55,R7.55
765477,-117.906859,34.120571,ML,210,E,39.929,R39.64
765486,-117.890798,34.120787,ML,210,E,40.853,R40.564
765501,-117.99394,34.089665,ML,605,S,24.003,21.951
765506,-118.449505,34.028077,ML,10,E,2.345,R4.5
765508,-118.185874,34.055285,HV,10,E,18.55,20.05
765591,-118.259554,33.873665,ML,91,W,1.808,R7.81
765592,-118.259554,33.873665,FR,91,W,1.808,R7.81
765594,-118.264071,33.873537,HV,91,W,1.548,R7.55
765597,-118.173195,34.02084,FF,710,N,18.581,23.574
765604,-118.381873,34.163318,ML,170,N,2.346,R15.26
765605,-118.381873,34.163318,HV,170,N,2.346,R15.26
765606,-118.381873,34.163318,FR,170,N,2.346,R15.26
765608,-118.388072,34.171717,HV,170,N,3.046,R15.96
765610,-118.394742,34.178805,HV,170,N,3.686,R16.6
765612,-118.400538,34.185311,HV,170,N,4.246,R17.16
765614,-118.403183,34.200041,HV,170,N,5.276,R18.19
765616,-118.409585,34.220025,HV,170,N,6.706,R19.62
765618,-118.409589,34.230591,HV,170,N,7.356,R20.27
765624,-118.450004,34.274042,FR,5,N,156.633,40
765625,-118.445171,34.268223,FF,5,S,156.08,39.51
765627,-118.447993,34.271347,FR,5,N,156.413,39.78
765793,-118.251564,33.873676,HV,91,W,2.268,R8.27
765795,-118.246184,33.873522,FR,91,W,2.578,R8.58
765797,-118.251545,33.873496,FR,91,E,2.268,R8.27
765819,-118.004464,34.053746,OR,605,N,21.417,R19.365
765820,-118.004464,34.053746,FR,605,N,21.417,R19.365
765825,-118.236976,33.873777,FR,91,W,3.108,R9.11
765827,-118.237138,33.873586,FR,91,E,3.098,R9.1
765831,-118.132194,33.876702,FR,91,W,9.218,R15.22
765834,-118.227243,33.873878,FR,91,E,3.668,R9.67
765837,-118.050661,33.866819,FR,91,W,14.138,R20.14
765839,-118.060742,33.873397,FR,91,E,13.398,R19.4
765842,-118.213194,33.873559,FR,91,W,4.478,R10.48
765920,-118.616547,34.276428,ML,118,E,34.631,R1.1
765921,-118.616547,34.276428,HV,118,E,34.631,R1.1
765922,-118.616557,34.276649,ML,118,W,34.631,R1.1
765923,-118.616557,34.276649,HV,118,W,34.631,R1.1
765941,-118.581148,34.273305,ML,118,E,36.731,R3.2
765942,-118.581148,34.273305,HV,118,E,36.731,R3.2
765943,-118.581144,34.273529,ML,118,W,36.731,R3.2
765944,-118.581144,34.273529,HV,118,W,36.731,R3.2
765958,-118.546706,34.273995,ML,118,E,38.731,R5.2
765959,-118.546706,34.273995,HV,118,E,38.731,R5.2
765960,-118.546666,34.27423,ML,118,W,38.731,R5.2
765961,-118.546666,34.27423,HV,118,W,38.731,R5.2
765976,-118.598169,34.275485,ML,118,W,35.731,R2.2
765977,-118.598169,34.275485,HV,118,W,35.731,R2.2
765978,-118.598163,34.275246,ML,118,E,35.731,R2.2
765979,-118.598163,34.275246,HV,118,E,35.731,R2.2
765993,-118.563746,34.273216,ML,118,W,37.731,R4.2
765994,-118.563746,34.273216,HV,118,W,37.731,R4.2
765995,-118.563764,34.272999,ML,118,E,37.731,R4.2
765996,-118.563764,34.272999,HV,118,E,37.731,R4.2
766010,-118.526519,34.278307,ML,118,W,39.931,R6.4
766011,-118.526519,34.278307,HV,118,W,39.931,R6.4
766012,-118.526592,34.278074,ML,118,E,39.931,R6.4
766013,-118.526592,34.278074,HV,118,E,39.931,R6.4
766027,-118.517789,34.278043,ML,118,W,40.431,R6.9
766028,-118.517789,34.278043,HV,118,W,40.431,R6.9
766029,-118.517876,34.277793,ML,118,E,40.431,R6.9
766030,-118.517876,34.277793,HV,118,E,40.431,R6.9
766044,-118.509048,34.278039,ML,118,W,40.931,R7.4
766045,-118.509048,34.278039,HV,118,W,40.931,R7.4
766046,-118.509148,34.277783,ML,118,E,40.931,R7.4
766047,-118.509148,34.277783,HV,118,E,40.931,R7.4
766060,-118.47724,34.266157,ML,118,W,43.031,R9.5
766061,-118.47724,34.266157,HV,118,W,43.031,R9.5
766062,-118.477329,34.265948,ML,118,E,43.031,R9.5
766063,-118.477329,34.265948,HV,118,E,43.031,R9.5
766096,-118.463188,34.266055,ML,118,W,43.831,R10.3
766097,-118.463188,34.266055,HV,118,W,43.831,R10.3
766110,-118.437323,34.267929,ML,118,W,45.331,R11.8
766111,-118.437323,34.267929,HV,118,W,45.331,R11.8
766112,-118.437268,34.267722,ML,118,E,45.331,R11.8
766113,-118.437268,34.267722,HV,118,E,45.331,R11.8
766124,-118.457798,34.266023,ML,118,W,44.131,R10.6
766125,-118.457798,34.266023,OR,118,W,44.131,R10.6
766127,-118.457798,34.266023,HV,118,W,44.131,R10.6
766138,-118.468667,34.265847,ML,118,E,43.531,R10
766139,-118.468667,34.265847,HV,118,E,43.531,R10
766140,-118.468667,34.265847,OR,118,E,43.531,R10
766153,-118.429947,34.271535,ML,118,E,45.831,R12.3
766154,-118.429947,34.271535,OR,118,E,45.831,R12.3
766155,-118.429947,34.271535,FR,118,E,45.831,R12.3
766167,-118.430141,34.271697,ML,118,W,45.827,R12.3
766168,-118.430141,34.271697,OR,118,W,45.827,R12.3
766169,-118.430141,34.271697,FR,118,W,45.827,R12.3
766170,-118.463409,34.265805,ML,118,E,43.831,R10.3
766171,-118.463409,34.265805,HV,118,E,43.831,R10.3
766184,-118.440737,34.267413,ML,118,W,45.131,R11.6
766185,-118.440661,34.267093,ML,118,E,45.131,R11.6
766186,-118.440737,34.267413,OR,118,W,45.131,R11.6
766190,-118.122915,33.87605,FR,91,E,9.758,R15.76
766209,-118.095037,33.876279,ML,91,E,11.368,R17.37
766210,-118.095037,33.876279,HV,91,E,11.368,R17.37
766211,-118.095039,33.876493,ML,91,W,11.368,R17.37
766212,-118.095039,33.876493,HV,91,W,11.368,R17.37
766213,-118.095039,33.876493,FR,91,W,11.368,R17.37
766214,-118.095037,33.876279,OR,91,E,11.368,R17.37
